id,manufacturer,carName,className,carType,drive,category,shareCode,power,weight,lateralG,concept,summary,tuneNotes,updatedAt,testTrackATime,testTrackBTime,testTrackCTime
r34-B600,Nissan,Skyline GT-R V spec II 2000,B 600,레트로 스포츠카,4WD,온로드,129845807,285hp,1527kg,1.4G,B클 감성 로드 4륜,GT-R 감성튜닝/느림,차가 너무 무거워,2026-05-21,,1:42.762,
m2coupe20-A700,BMW,M2 Competition Coupé 2020,A 700,모던 슈퍼 세단,RWD,온로드,768514673,522hp,1358kg,1.9G,뉴트럴 스티어 하고 싶었음 튜닝,공짜 슈퍼 세단/ 저속에서 스로틀 조작 주의,저속 오버는 어캐 해야하냐,2026-05-21,,1:33.369,
civic97-C500,Honda,Civic Type R 1997,C 500,레트로 핫 해치,FWD,페스티벌 시즌 숙제,113931104,220hp,895kg,1.3G,코너링 살리면서 후륜을 나름 잡으려 한건데,뒤쪽 미끄러짐은 엑셀 컨트롤로 잡아야함,아마 나중에 수정한다면 뒤쪽 리바운드나 ARB를 손댈 것,2026-05-21,,,
rs713-A700,Audi,RS 7 Sportback 2013,A 700,모던 슈퍼 세단,4WD,페스티벌 시즌 숙제,135416805,575hp,1518kg,1.7G,초보자가 쉽게 탈 수 있게 만듬,4륜은 그냥 안정성이 전부임,근데 초보자가 진짜 쉽게 탈 수 있음,2026-05-21,0:57.785,,
m2coupe20-A700-1,BMW,M2 Competition Coupé 2020,A 700,모던 슈퍼 세단,RWD,페스티벌 시즌 숙제,922387422,463hp,1328kg,1.8G,최대한 코너링을 살리면서 뒤 타이어 그립을 챙김,후륜은 뒤타이어에 힘을 얼마나 밀어넣냐가 중요함,근데 얘 타이어가 허벌인거냐 차가 힘이 좋은거냐...,2026-05-21,,1:33.369,
ek9-B600,Honda,Civic Type R 1997,B 600,레트로 핫 해치,FWD,온로드,606304006,226hp,885kg,1.6G,토도ek9,이니셜D 컨셉 튜닝/핸들링 중심 튜닝,6에서도 시빅의 핸들링은 여전하다,2026-05-21,,1:37.836,
911gt312-S1800-1,Porsche,911 GT3 RS 4.0 2012,S1 800,트랙 토이,RWD,온로드,599703795,765hp,1295kg,2.1G,랠리타이어/경량화,트윈터보의 시원한 가속/적당한 코너링,직선이 길게 있는 길거리 레이싱에선 쓸만 할 것 같음,2026-05-20,,1:25.417,
m308-A700,BMW,M3 2008,A 700,모던 슈퍼 세단,RWD,온로드,912362386,511hp,1295kg,1.8G,평타 치는 슈퍼세단,리어윙/랠리타이어,저속 헤어핀 오버스티어 주의,2026-05-20,,1:34.653,
elise97-S1800,Lotus,Elise GT1 1997,S1 800,레트로 슈퍼카,RWD,온로드,741187086,400hp,903kg,2.4G,고작 400마력이라는 게 말이 안된다니까요?,그냥 경량이 깡패임,드리프트 타이어/차 진짜 좋은데/가속 생각보다 답답한 거 같은데 정작 속도계에선 빠름,2026-05-20,0:51.921,1:21.367,
718gts18-A700,Porsche,718 Cayman GTS 2018,A 700,모던 스포츠카,RWD,온로드,281420530,413hp,1289kg,1.9G,드리프트 타이어/경량화,타기 편한 A클 로드카,특이점 없이 무난하게 빠름,2026-05-19,,1:33.165,
Gtprot25-S1800,GR,GT Prototype 2025,S1 800,슈퍼 GT,RWD,온로드,156480355,731hp,1557kg,2.0G,낭만 넘치는 외형,에어로 X/세미슬릭 타이어,오버스티어 성향/그냥저냥 쓸만함,2026-05-19,,1:29.004,
Gtprot25-S1800-1,GR,GT Prototype 2025,S1 800,슈퍼 GT,RWD,온로드,687968554,778hp,1374kg,2.1G,코너 탈출할 때 안 미끄러지고 엑셀 밟기 쉽게 만들었음,최대한 엑셀 밟기 쉬운 차를 추구,랠리 타이어/타이어 특성 상 길을 꽤 넓게 쓸 수 있음,2026-05-19,0:53.171,1:26.344,
911turboS23-S1800,Porsche,911 Turbo S 2023,S1 800,모던 슈퍼카,4WD,온로드,103346519,662hp,1273kg,2.0G,경량 4륜,적당히 타기 쉬운 세팅,랠리 타이어/반응성 좋음,2026-05-19,,1:27.141,
Gtprot25-S1800-2,GR,GT Prototype 2025,S1 800,슈퍼 GT,RWD,온로드,162458103,882hp,1368kg,2.1G,뇌 비우고 만듬,GR GT의 GT3화,드리프트 타이어/에어로 장착/약간의 오버스티어는 감수해야할듯,2026-05-19,,1:27.373,
911turbo3.3-A700-1,Porsche,911 Turbo 3.3 1982,A 700,레트로 슈퍼카,RWD,온로드,466153428,613hp,1071kg,1.5G,블랙버드 컨셉 ,블랙버드 컨셉 튜닝 수정판/ 오버스티어 잡음,안티롤바 조정이 잘 먹힘,2026-05-18,,1:36.300,
F40-A700,Ferrari,F40 1987,A 700,레트로 슈퍼카,RWD,온로드,395628938,478hp,1220kg,1.8G,낭만 페라리,경량화/순정엔진,란에보 따기 힘들다,2026-05-18,,1:34.737,
911gt2rs2018-S1900,Porsche,911 GT2 RS 2018,S1 800,트랙 토이,RWD,온로드,275351686,750hp,1313kg,2.1G,드리프트 타이어 나쁘지 않은듯,안정적인 고속 코너/한계점 이상 주행시 즉시 스핀,드리프트 타이어,2026-05-18,,1:24.555,
102015-R998-2,Ultima,Evolution Coupe 1020 2015,R 998,익스트림 트랙토이,4WD,혼합,153726851,1020hp,846kg,2.3G,겸용이긴 한데 지형 험하면 못 씀,자율주행 이벤트용 / 스턴트용 (겸용),그냥 비행기가 낫겠다 이거,2026-05-18,,,
metro86-S1800,MG,Metro 6R4 1986,S1 800,랠리 몬스터,4WD,혼합,112219566,631hp,1055kg,1.9G,랠리 몬스터 명성은 어디 안 가는듯,이거 진짜 랠리 몬스터 이름값 함,차량이 날라가는 거 같은데 그냥 무지성 엑셀 밟고 있으면 차가 알아서 해주는 ㅈㄴ 씹 테토남들을 위한 자동차,2026-05-17,0:54.152,,0:57.555
102015-R998,Ultima,Evolution Coupe 1020 2015,R 998,익스트림 트랙토이,RWD,온로드,496041481,1020hp,817kg,2.8G,스피드존 미션 깨려고 만들었는데 생각보다 좋은듯,ㄹㅇ 하이퍼카,진짜 쫀쫀하고 후륜이고 빠르고 날라가는 것도 쉬움,2026-05-17,,,
911turbo3.3-A700,Porsche,911 Turbo 3.3 1982,A 700,레트로 슈퍼카,RWD,온로드,151373169,613hp,1071kg,1.5G,완간 블랙버드 튜닝,블랙버드 컨셉 튜닝 치고 좋음/의외로 오버스티어 성향,범프랑 리바운드를 단단하게 줌,2026-05-17,,1:37.879,
police10-A700,Ford,Crown Victoria Police interceptor 2010,A 700,레트로 머슬,RWD,온로드,808879534,564hp,1417kg,1.6G,경찰차,개쩌는 슈퍼차저 사운드,핸들링이 상당히 민첩하게 뽑혔는데 리어 흐르는 거 조심해야함,2026-05-16,0:59.071,1:34.418,
ioniq523-A700,Hyundai,IONIQ 5 N 2023,A 700,스포츠 유틸리티 영웅,4WD,오프로드,179235169,641hp,1713kg,1.6G,오프로드에서 쓰는 SUV,오프로드 코너링 머신,코너링은 좋은데 가속 좀 느리고 브레이크 밟을 때 주의,2026-05-16,,,0:59.424
ioniq523-S2,Hyundai,IONIQ 5 N 2023,S2 900,스포츠 유틸리티 영웅,4WD,오프로드,149 118 795,1893hp,1956kg,1.7G,스턴트 할 때만 쓰세요,자율주행 이벤트용 / 스턴트용 (오프로드),오프로드 주행 시 브레이킹 주의 / 무게 매우 무거운 편,2026-05-16,,,
elise99-A700,Lotus,Elise Series 1 sport 190,A 700,레트로 스포츠카,RWD,온로드,228471318,295hp,603kg,2.0G,힐클라임 왕의 귀환,이전 시리즈보다 더 강해져서 돌아옴,어째 5에서보다 6에서 체감이 더 좋음/개또라이임/드리프트 타이어,2026-05-16,0:56.423,1:29.532,
Limo13-A700,Cadillac,XTS Limousine 2013,A 700,모던 슈퍼 세단,4WD,온로드,176696679,753hp,1984kg,1.5G,온로드에서 쓸 ㅈㄴ 길쭉한 바리케이드,진짜 이번에도 성능픽,바이퍼에 들어가는 V10 스왑한 다음 4륜 박아넣음,2026-05-16,0:58.798,1:33.172,
f15023-B600,Ford,F-150 Raptor R 'Welcome Pack' 2023,B 600,픽업 및 4*4,4WD,오프로드,291811119,700hp,2756kg,1.4G,처음 주는 차량 튜닝,처음 주는 차량이 너무 쓰레기라 사람답게 좀 만듬3,차동장치를 뒤쪽 6으로 밀음/오프로드 특화,2026-05-15,,,1:04.049
evo804-A700,Mitsubishi,Lancer Evolution VIII MR '환영 팩' 2004,A 700,모던 랠리,4WD,혼합,127940087,331hp,1288kg,1.9G,처음 주는 차량 튜닝,만든 사람은 불만인데 타는 사람들은 다 좋다고 하는 괴상한 차 / A클 타임 기준차량,차동장치 5대5 세팅/살짝 리어 날라가긴 하는데 나쁘지 않음,2026-05-15,0:57.787,1:34.802,1:01.375
s1389-C500-1,Nissan,Silvia K's 1989,C 500,레트로 스포츠카,RWD,온로드,143673228,129hp,1121kg,1.4G,처음 주는 차량 튜닝,처음 주는 차량이 너무 쓰레기라 사람답게 좀 만듬 / C클 타임 기준차량,서스펜션 쪽만 만짐/이게 진짜 최선이었냐 플레이그라운드,2026-05-15,1:08.394,,
celica94-C500-1,Toyota,Celica GT-Four ST205 1994,C 500,레트로 랠리,4WD,혼합,153252848,272hp,1390kg,1.3G,처음 주는 차량 튜닝,처음 주는 차량이 너무 쓰레기라 사람답게 좀 만듬2,서스펜션 쪽만 만짐/이게 진짜 최선이었냐 플레이그라운드,2026-05-15,1:08.041,,
civictyper18-A700,Mclaren,600LT Coupé 2018,S1 800,트랙 토이,RWD,온로드,159390255,615hp,1240kg,2.1G,그냥 트랙 토이 하나 만들어보려고 함,도로 안에서만 있으면 좋음,랠리 스프링에 세미슬릭,2026-05-15,0:53.048,,
